game_id_1,game_date_1,away_name_1,home_name_1,away_id_1,home_id_1,HP_1,temp_1,weather_1,mag_1,dir_1,length_1,att_1,daytime_1,delay_1,away_LOB_1,away_RISP_1,away_GIDP_1,away_2outrunners_1,away_2outrbi_1,home_LOB_1,home_RISP_1,home_GIDP_1,home_2outrunners_1,home_2outrbi_1,away_runs_1,away_doubles_1,away_triples_1,away_homeRuns_1,away_strikeOuts_1,away_baseOnBalls_1,away_hits_1,away_avg_1,away_atBats_1,away_obp_1,away_slg_1,away_ops_1,away_stolenBases_1,away_rbi_1,away_leftOnBase_1,home_runs_1,home_doubles_1,home_triples_1,home_homeRuns_1,home_strikeOuts_1,home_baseOnBalls_1,home_hits_1,home_avg_1,home_atBats_1,home_obp_1,home_slg_1,home_ops_1,home_stolenBases_1,home_rbi_1,home_leftOnBase_1,days_1,game_id_2,game_date_2,away_name_2,home_name_2,away_id_2,home_id_2,HP_2,temp_2,weather_2,mag_2,dir_2,length_2,att_2,daytime_2,delay_2,away_LOB_2,away_RISP_2,away_GIDP_2,away_2outrunners_2,away_2outrbi_2,home_LOB_2,home_RISP_2,home_GIDP_2,home_2outrunners_2,home_2outrbi_2,away_runs_2,away_doubles_2,away_triples_2,away_homeRuns_2,away_strikeOuts_2,away_baseOnBalls_2,away_hits_2,away_avg_2,away_atBats_2,away_obp_2,away_slg_2,away_ops_2,away_stolenBases_2,away_rbi_2,away_leftOnBase_2,home_runs_2,home_doubles_2,home_triples_2,home_homeRuns_2,home_strikeOuts_2,home_baseOnBalls_2,home_hits_2,home_avg_2,home_atBats_2,home_obp_2,home_slg_2,home_ops_2,home_stolenBases_2,home_rbi_2,home_leftOnBase_2,days_2,game_id,game_date,away_name,home_name,away_id,home_id,HP,temp,weather,mag,dir,length,att,daytime,delay,away_LOB,away_RISP,away_GIDP,away_2outrunners,away_2outrbi,home_LOB,home_RISP,home_GIDP,home_2outrunners,home_2outrbi,away_runs,away_doubles,away_triples,away_homeRuns,away_strikeOuts,away_baseOnBalls,away_hits,away_avg,away_atBats,away_obp,away_slg,away_ops,away_stolenBases,away_rbi,away_leftOnBase,home_runs,home_doubles,home_triples,home_homeRuns,home_strikeOuts,home_baseOnBalls,home_hits,home_avg,home_atBats,home_obp,home_slg,home_ops,home_stolenBases,home_rbi,home_leftOnBase,days
447785,2016-06-10,St. Louis Cardinals,Pittsburgh Pirates,138,134,Greg Gibson,80,Partly Cloudy,7 mph,Out To LF.,256,28417,7:07 PM,0,7,5-for-11,2,3,5,9,2-for-10,1,5,0,9,2,0,2,13,7,9,0.268,42,0.33899999999999997,0.457,0.7959999999999999,0,8,16,3,1,1,0,7,5,8,0.27399999999999997,42,0.35100000000000003,0.423,0.774,1,3,23,161,447800,2016-06-11,St. Louis Cardinals,Pittsburgh Pirates,138,134,Mike Estabrook,83,Partly Cloudy,13 mph,Out To CF.,164,36962,7:16 PM,0,8,2-for-8,0,4,4,5,1-for-4,3,2,0,5,1,0,1,11,4,8,0.267,34,0.33899999999999997,0.455,0.794,1,4,16,1,1,0,0,6,3,6,0.273,29,0.35,0.42100000000000004,0.77,0,1,15,162,447815,2016-06-12,St. Louis Cardinals,Pittsburgh Pirates,138,134,Dana DeMuth,75,Clear,17 mph,Out To CF.,162,31148,5:09 PM,0,6,6-for-11,1,2,1,2,2-for-6,1,2,0,8,2,0,2,9,2,14,0.26899999999999996,38,0.34,0.45799999999999996,0.7979999999999999,0,7,12,3,0,0,0,7,0,6,0.272,32,0.34700000000000003,0.41700000000000004,0.765,0,3,7,163
448921,2016-09-05,St. Louis Cardinals,Pittsburgh Pirates,138,134,Jordan Baker,86,Sunny,3 mph,Out To LF.,205,26297,4:09 PM,0,10,7-for-18,1,6,4,6,2-for-7,1,2,3,12,6,0,2,7,5,14,0.256,40,0.327,0.447,0.774,0,12,25,6,1,1,2,8,1,12,0.256,37,0.32899999999999996,0.401,0.7290000000000001,0,6,14,248,448936,2016-09-06,St. Louis Cardinals,Pittsburgh Pirates,138,134,Tim Timmons,87,Partly Cloudy,7 mph,Out To CF.,216,20369,7:06 PM,0,8,2-for-9,1,4,4,8,4-for-10,1,3,2,9,3,1,5,8,2,15,0.257,42,0.32799999999999996,0.451,0.778,0,9,16,7,1,0,2,9,2,12,0.256,40,0.32899999999999996,0.401,0.73,0,7,19,249,448951,2016-09-07,St. Louis Cardinals,Pittsburgh Pirates,138,134,Chris Conroy,84,Clear,6 mph,R To L.,181,21523,7:09 PM,0,7,3-for-14,2,4,0,7,2-for-9,1,4,0,3,2,0,0,8,2,9,0.257,34,0.32799999999999996,0.45,0.777,1,3,17,4,2,0,1,9,1,11,0.257,32,0.32899999999999996,0.402,0.731,0,4,13,250
447635,2016-05-30,St. Louis Cardinals,Milwaukee Brewers,138,158,Lance Barksdale,81,Partly Cloudy,6 mph,In From RF.,169,34569,1:11 PM,0,6,3-for-12,1,2,1,6,0-for-4,3,2,0,6,3,0,1,11,0,12,0.267,39,0.33799999999999997,0.457,0.795,0,4,17,0,0,0,0,11,2,5,0.243,30,0.32799999999999996,0.395,0.722,0,0,14,150,447650,2016-05-31,St. Louis Cardinals,Milwaukee Brewers,138,158,Angel Hernandez,75,Roof Closed,0 mph,None.,194,24487,7:11 PM,0,6,5-for-12,2,1,0,5,1-for-8,1,3,0,10,2,2,1,8,6,14,0.26899999999999996,37,0.34,0.46,0.8009999999999999,0,9,14,3,3,0,1,6,2,7,0.243,32,0.326,0.395,0.721,1,3,10,151,447665,2016-06-01,St. Louis Cardinals,Milwaukee Brewers,138,158,Will Little,76,Cloudy,8 mph,Out To CF.,140,24050,12:41 PM,0,2,0-for-1000,1,0,0,6,2-for-7,0,4,1,1,0,0,1,10,0,4,0.267,30,0.337,0.457,0.794,0,1,6,3,0,0,1,4,3,6,0.242,30,0.326,0.39299999999999996,0.7190000000000001,0,3,13,152
448169,2016-07-08,St. Louis Cardinals,Milwaukee Brewers,138,158,Will Little,80,Clear,22 mph,Out To CF.,185,28343,7:10 PM,0,11,2-for-14,0,7,0,7,1-for-4,0,2,1,3,1,0,1,6,5,8,0.261,36,0.33299999999999996,0.442,0.775,0,3,24,4,2,0,3,9,3,6,0.247,32,0.324,0.396,0.72,1,4,10,189,448184,2016-07-09,St. Louis Cardinals,Milwaukee Brewers,138,158,Ted Barrett,75,Sunny,16 mph,L To R.,206,37101,1:19 PM,1,8,4-for-12,0,4,2,8,2-for-8,1,4,1,8,3,1,3,8,7,10,0.261,36,0.33399999999999996,0.444,0.779,0,8,19,1,1,0,0,15,6,4,0.24600000000000002,29,0.324,0.39299999999999996,0.7170000000000001,4,1,14,190,448199,2016-07-10,St. Louis Cardinals,Milwaukee Brewers,138,158,Gabe Morales,82,Cloudy,12 mph,Out To LF.,180,42066,1:12 PM,0,11,1-for-11,1,5,3,4,2-for-9,0,2,1,5,3,0,2,11,3,12,0.261,38,0.335,0.446,0.78,0,5,19,1,2,1,0,12,0,6,0.245,32,0.322,0.392,0.715,0,1,12,191
448826,2016-08-29,St. Louis Cardinals,Milwaukee Brewers,138,158,Mark Ripperger,80,Cloudy,7 mph,In From CF.,204,18663,6:20 PM,0,11,0-for-11,0,5,0,8,3-for-8,1,4,0,6,1,0,3,12,5,11,0.258,38,0.32899999999999996,0.45,0.778,1,5,24,5,2,0,1,19,6,8,0.24600000000000002,34,0.327,0.402,0.7290000000000001,0,5,19,241,448841,2016-08-30,St. Louis Cardinals,Milwaukee Brewers,138,158,Joe West,80,Roof Closed,0 mph,None.,188,22918,7:11 PM,0,5,1-for-4,1,2,1,7,1-for-8,1,5,0,2,1,0,1,15,2,7,0.258,35,0.32799999999999996,0.449,0.777,0,2,17,1,2,0,0,12,3,5,0.245,34,0.326,0.401,0.727,0,1,14,242,448856,2016-08-31,St. Louis Cardinals,Milwaukee Brewers,138,158,Andy Fletcher,72,Clear,10 mph,L To R.,153,17645,7:11 PM,0,6,0-for-5,0,3,0,3,1-for-3,0,2,3,1,0,0,1,9,3,3,0.256,31,0.327,0.447,0.774,0,1,14,3,2,0,1,12,2,4,0.244,28,0.325,0.4,0.725,0,3,6,243
447745,2016-06-07,St. Louis Cardinals,Cincinnati Reds,138,113,Ron Kulpa,72,Clear,11 mph,L To R.,175,24182,7:11 PM,0,5,4-for-9,1,3,2,6,2-for-9,1,4,0,6,3,0,0,5,2,10,0.268,34,0.337,0.456,0.7929999999999999,0,6,11,7,3,0,3,8,2,12,0.242,34,0.298,0.42200000000000004,0.7190000000000001,4,7,11,158,447760,2016-06-08,St. Louis Cardinals,Cincinnati Reds,138,113,Chris Conroy,73,Clear,9 mph,Varies.,201,21376,7:10 PM,0,12,5-for-15,0,8,5,8,4-for-13,0,5,2,12,3,0,4,6,8,15,0.26899999999999996,42,0.34,0.461,0.8009999999999999,0,12,19,7,5,0,2,9,1,15,0.244,41,0.299,0.426,0.726,1,7,16,159,447770,2016-06-09,St. Louis Cardinals,Cincinnati Reds,138,113,Jerry Meals,79,Clear,1 mph,Varies.,176,24516,7:10 PM,0,8,3-for-11,0,4,0,3,1-for-4,0,1,1,3,2,0,0,8,2,8,0.26899999999999996,35,0.33899999999999997,0.45799999999999996,0.797,0,3,20,2,1,0,0,11,1,4,0.243,30,0.298,0.42200000000000004,0.72,0,2,7,160
448457,2016-08-02,St. Louis Cardinals,Cincinnati Reds,138,113,Phil Cuzzi,87,Overcast,6 mph,L To R.,202,25270,7:10 PM,0,8,1-for-8,0,6,2,10,3-for-12,2,5,0,5,4,0,4,8,3,10,0.257,37,0.32899999999999996,0.447,0.7759999999999999,0,5,12,7,1,0,3,9,6,12,0.243,36,0.304,0.40299999999999997,0.7070000000000001,1,7,22,214,448472,2016-08-03,St. Louis Cardinals,Cincinnati Reds,138,113,Scott Barry,85,Cloudy,3 mph,L To R.,179,20771,7:10 PM,0,6,2-for-7,1,2,2,6,3-for-12,1,4,0,5,3,0,1,5,2,9,0.257,34,0.32899999999999996,0.447,0.7759999999999999,0,5,14,4,1,1,0,7,2,10,0.243,35,0.305,0.40299999999999997,0.7070000000000001,1,4,15,215,448485,2016-08-04,St. Louis Cardinals,Cincinnati Reds,138,113,Adam Hamari,87,Partly Cloudy,1 mph,Varies.,153,21119,12:37 PM,0,5,0-for-2,0,2,0,4,3-for-11,2,3,0,0,0,0,0,6,0,5,0.256,32,0.32799999999999996,0.444,0.772,0,0,9,7,5,0,0,4,1,11,0.244,32,0.305,0.40399999999999997,0.7090000000000001,2,6,14,216
448876,2016-09-02,St. Louis Cardinals,Cincinnati Reds,138,113,Ted Barrett,76,Partly Cloudy,12 mph,L To R.,177,21441,7:12 PM,0,5,0-for-2,0,1,0,14,4-for-13,0,7,0,2,2,0,2,4,2,6,0.256,31,0.327,0.447,0.773,0,2,7,3,2,0,0,10,7,11,0.25,33,0.312,0.406,0.718,4,3,20,245,448891,2016-09-03,St. Louis Cardinals,Cincinnati Reds,138,113,Lance Barksdale,79,Sunny,12 mph,R To L.,190,31118,4:10 PM,0,8,0-for-4,3,3,0,11,5-for-16,1,7,4,1,1,0,1,10,8,5,0.256,28,0.327,0.446,0.773,0,1,17,9,6,0,0,9,9,12,0.251,34,0.313,0.40700000000000003,0.72,2,8,20,246,448906,2016-09-04,St. Louis Cardinals,Cincinnati Reds,138,113,Angel Hernandez,81,Sunny,2 mph,Varies.,176,26985,1:11 PM,0,5,2-for-7,0,1,2,10,3-for-7,3,1,0,5,1,0,2,12,3,5,0.255,33,0.326,0.445,0.772,1,3,12,2,1,0,0,9,5,11,0.251,34,0.314,0.40700000000000003,0.72,0,2,20,247
446924,2016-04-08,St. Louis Cardinals,Atlanta Braves,138,144,Mike Muchlinski,59,Partly Cloudy,20 mph,L To R.,180,24824,7:35 PM,0,5,2-for-6,0,2,2,7,3-for-9,1,2,3,7,2,0,4,9,2,11,0.204,36,0.28800000000000003,0.387,0.674,0,6,8,4,0,0,0,9,5,5,0.18100000000000002,31,0.284,0.245,0.529,1,4,15,98,446939,2016-04-09,St. Louis Cardinals,Atlanta Braves,138,144,Mike Winters,60,Clear,15 mph,L To R.,210,33471,7:10 PM,0,14,5-for-20,1,10,3,6,2-for-5,2,2,0,12,2,1,0,9,9,14,0.235,42,0.325,0.397,0.722,1,9,32,2,1,0,0,7,3,4,0.16699999999999998,32,0.264,0.222,0.486,0,2,16,99,446954,2016-04-10,St. Louis Cardinals,Atlanta Braves,138,144,Mark Wegner,55,Overcast,10 mph,R To L.,235,23214,1:35 PM,0,10,7-for-12,0,4,7,13,2-for-15,1,9,1,12,2,0,2,10,9,10,0.242,36,0.35,0.414,0.764,2,12,18,7,5,0,1,13,9,11,0.198,36,0.305,0.29,0.595,1,6,27,100
447115,2016-04-22,St. Louis Cardinals,San Diego Padres,138,135,Mike Everitt,64,Partly Cloudy,12 mph,Out To RF.,155,30074,7:42 PM,0,7,0-for-6,0,4,1,6,0-for-4,2,2,1,1,1,0,1,8,1,6,0.262,31,0.344,0.469,0.813,0,1,15,4,3,0,1,2,2,9,0.237,31,0.3,0.35600000000000004,0.6559999999999999,1,4,13,112,447130,2016-04-23,St. Louis Cardinals,San Diego Padres,138,135,Tim Timmons,68,Clear,12 mph,L To R.,186,31688,5:41 PM,0,7,7-for-13,2,4,2,8,0-for-4,1,3,0,11,3,0,3,4,5,16,0.271,40,0.35200000000000004,0.485,0.8370000000000001,0,11,15,2,2,0,0,4,4,5,0.23399999999999999,29,0.299,0.35,0.65,0,2,13,113,447145,2016-04-24,St. Louis Cardinals,San Diego Padres,138,135,Sean Barber,70,Sunny,13 mph,L To R.,215,37395,1:42 PM,0,11,4-for-13,0,6,4,9,2-for-10,0,4,3,8,1,2,2,8,4,14,0.276,41,0.35600000000000004,0.493,0.8490000000000001,2,8,22,5,1,0,1,10,3,9,0.235,36,0.3,0.35100000000000003,0.6509999999999999,0,5,19,114
